continent,part,countrycode,value
AFRICA,EAST,DJ,Холь-Хол*
AFRICA,EAST,DJ,Али-Саб*
AFRICA,EAST,DJ,Вея
AFRICA,EAST,DJ,Обок
AFRICA,EAST,DJ,Дорр?
EUROPE,WEST,DE,Эрфурт*
EUROPE,WEST,DE,Шверин*
EUROPE,WEST,DE,Цвика*
EUROPE,WEST,DE,Хемниц*
EUROPE,WEST,DE,Росток*
EUROPE,WEST,DE,Котбус*
EUROPE,WEST,DE,Десса*
EUROPE,WEST,DE,Герма*
EUROPE,WEST,DE,Берлин*
EUROPE,WEST,DE,Ремшайд*
EUROPE,WEST,DE,Потсд*
EUROPE,WEST,DE,Мюнстер*
EUROPE,WEST,DE,Лейпциг*
EUROPE,WEST,DE,Кобленц*
EUROPE,WEST,DE,Кассел*
EUROPE,WEST,DE,Изерлон*
EUROPE,WEST,DE,Дрезд*
EUROPE,WEST,DE,Гладб*
EUROPE,WEST,DE,Германи*
EUROPE,WEST,DE,ФРГ
EUROPE,WEST,DE,Гамбург*
EUROPE,WEST,DE,Боттроп*
EUROPE,WEST,DE,Бергиш-*
EUROPE,WEST,DE,Эрланг*
EUROPE,WEST,DE,Штутгарт*
EUROPE,WEST,DE,Фрайбург*
EUROPE,WEST,DE,Тюбинг*
EUROPE,WEST,DE,Ратинг*
EUROPE,WEST,DE,Оффенб*
EUROPE,WEST,DE,Оснабрюк*
EUROPE,WEST,DE,Нюрнберг*
EUROPE,WEST,DE,Мюльхайм*
EUROPE,WEST,DE,Маннгейм*
EUROPE,WEST,DE,Крефельд*
EUROPE,WEST,DE,Констанц*
EUROPE,WEST,DE,Карлсруэ*
EUROPE,WEST,DE,Золинг*
EUROPE,WEST,DE,Дуйсбург*
EUROPE,WEST,DE,Дортмунд*
EUROPE,WEST,DE,Гютерсл*
EUROPE,WEST,DE,Ганновер*
EUROPE,WEST,DE,Вюрцбург*
EUROPE,WEST,DE,Висбад*
EUROPE,WEST,DE,Аугсбург*
EUROPE,WEST,DE,Эсслинг*
EUROPE,WEST,DE,Франкфурт*
EUROPE,WEST,DE,Фленсбург*
EUROPE,WEST,DE,Филлинг*
EUROPE,WEST,DE,Пфорцхайм*
EUROPE,WEST,DE,Падерборн*
EUROPE,WEST,DE,Магдебург*
EUROPE,WEST,DE,Дармштадт*
EUROPE,WEST,DE,Гёттинг*
EUROPE,WEST,DE,Билефельд*
EUROPE,WEST,DE,Швеннинг*
EUROPE,WEST,DE,Хайльброн*
EUROPE,WEST,DE,Ройтлинг*
EUROPE,WEST,DE,Регенсбург*
EUROPE,WEST,DE,Ольденбург*
EUROPE,WEST,DE,Оберхауз*
EUROPE,WEST,DE,Леверкуз*
EUROPE,WEST,DE,Вуппертал*
EUROPE,WEST,DE,Вольфсбург*
EUROPE,WEST,DE,Брауншвейг*
EUROPE,WEST,DE,Хильдесхайм*
EUROPE,WEST,DE,Саарбрюкк*
EUROPE,WEST,DE,Людвигсбург*
EUROPE,WEST,DE,Ингольштадт*
EUROPE,WEST,DE,Зальцгиттер*
EUROPE,WEST,DE,Дюссельдорф*
EUROPE,WEST,DE,Гейдельберг*
EUROPE,WEST,DE,Бремерхаф*
EUROPE,WEST,DE,Людвигсхаф*
EUROPE,WEST,DE,Реклингхауз*
EUROPE,WEST,DE,Мёнхенгладб*
EUROPE,WEST,DE,Гельзенкирх*
EUROPE,WEST,DE,Кайзерслаутерн*
EUROPE,WEST,DE,Бергиш-Гладб*
EUROPE,WEST,DE,Франкфурт-на-Майн*
EUROPE,WEST,DE,Мюльхайм-ан-дер-Рур*
EUROPE,WEST,DE,Фрайбург-им-Брайсга*
EUROPE,WEST,DE,Людвигсхафен-ам-Райн*
EUROPE,WEST,DE,Мюнхен?
EUROPE,WEST,DE,Виттен?
EUROPE,WEST,DE,Бремен?
EUROPE,WEST,DE,Хамм
EUROPE,WEST,DE,Фюрт
EUROPE,WEST,DE,Ульм
EUROPE,WEST,DE,Трир
EUROPE,WEST,DE,Трир?
EUROPE,WEST,DE,Нойс
EUROPE,WEST,DE,Мёрс
EUROPE,WEST,DE,Киль
EUROPE,WEST,DE,Йена
EUROPE,WEST,DE,Бонн
EUROPE,WEST,DE,Ахен
EUROPE,WEST,DE,Эссен
EUROPE,WEST,DE,Ханау
EUROPE,WEST,DE,Хаген
EUROPE,WEST,DE,Немец*
EUROPE,WEST,DE,Марль
EUROPE,WEST,DE,Майнц*
EUROPE,WEST,DE,Люнен
EUROPE,WEST,DE,Любек
EUROPE,WEST,DE,Кёльн
EUROPE,WEST,DE,Зиген
EUROPE,WEST,DE,Дюрен
EUROPE,WEST,DE,Гисен
EUROPE,WEST,DE,Галле
EUROPE,WEST,DE,Бохум
EUROPE,WEST,DE,Любек?
EUROPE,WEST,DE,Бохум?
EUROPE,WEST,DE,Эссен?
EUROPE,WEST,DE,Хаген?
EUROPE,WEST,DE,Люнен?
EUROPE,WEST,DE,Кёльн?
EUROPE,WEST,DE,Зиген?
EUROPE,WEST,DE,Дюрен?
EUROPE,WEST,DE,Гисен?
EUROPE,EAST,CZ,Часла*
EUROPE,EAST,CZ,Хоцен*
EUROPE,EAST,CZ,Хлумец*
EUROPE,EAST,CZ,Трмиц*
EUROPE,EAST,CZ,Сушиц*
EUROPE,EAST,CZ,Смечн*
EUROPE,EAST,CZ,Скутеч*
EUROPE,EAST,CZ,Сазав*
EUROPE,EAST,CZ,Садск*
EUROPE,EAST,CZ,Ротав*
EUROPE,EAST,CZ,Росиц*
EUROPE,EAST,CZ,Просеч*
EUROPE,EAST,CZ,Польн*
EUROPE,EAST,CZ,Пишел*
EUROPE,EAST,CZ,Осечн*
EUROPE,EAST,CZ,Опочн*
EUROPE,EAST,CZ,Нирск*
EUROPE,EAST,CZ,Нейдек*
EUROPE,EAST,CZ,Мимон*
EUROPE,EAST,CZ,Маштёв*
EUROPE,EAST,CZ,Либан*
EUROPE,EAST,CZ,Крупк*
EUROPE,EAST,CZ,Коетин*
EUROPE,EAST,CZ,Кладн*
EUROPE,EAST,CZ,Кадан*
EUROPE,EAST,CZ,Йилов*
EUROPE,EAST,CZ,Зубрж*
EUROPE,EAST,CZ,Знойм*
EUROPE,EAST,CZ,Збирог*
EUROPE,EAST,CZ,Жулов*
EUROPE,EAST,CZ,Жебрак*
EUROPE,EAST,CZ,Есеник*
EUROPE,EAST,CZ,Емниц*
EUROPE,EAST,CZ,Евичк*
EUROPE,EAST,CZ,Дештн*
EUROPE,EAST,CZ,Дашиц*
EUROPE,EAST,CZ,Дачиц*
EUROPE,EAST,CZ,Градек*
EUROPE,EAST,CZ,Гоштк*
EUROPE,EAST,CZ,Голиц*
EUROPE,EAST,CZ,Глучин*
EUROPE,EAST,CZ,Всетин*
EUROPE,EAST,CZ,Вотиц*
EUROPE,EAST,CZ,Волин*
EUROPE,EAST,CZ,Волар*
EUROPE,EAST,CZ,Блатн*
EUROPE,EAST,CZ,Бистр*
EUROPE,EAST,CZ,Билин*
EUROPE,EAST,CZ,Бзенец*
EUROPE,EAST,CZ,Бехин*
EUROPE,EAST,CZ,Бероун*
EUROPE,EAST,CZ,Яромерж*
EUROPE,EAST,CZ,Яворник*
EUROPE,EAST,CZ,Шумперк*
EUROPE,EAST,CZ,Шлукн*
EUROPE,EAST,CZ,Хропин*
EUROPE,EAST,CZ,Фульнек*
EUROPE,EAST,CZ,Фрыштак*
EUROPE,EAST,CZ,Унгошт*
EUROPE,EAST,CZ,Тршинец*
EUROPE,EAST,CZ,Тршешт*
EUROPE,EAST,CZ,Тршебич*
EUROPE,EAST,CZ,Трутн*
EUROPE,EAST,CZ,Товач*
EUROPE,EAST,CZ,Терезин*
EUROPE,EAST,CZ,Соботк*
EUROPE,EAST,CZ,Скальн*
EUROPE,EAST,CZ,Седлиц*
EUROPE,EAST,CZ,Свратк*
EUROPE,EAST,CZ,Свитав*
EUROPE,EAST,CZ,Румбурк*
EUROPE,EAST,CZ,Розток*
EUROPE,EAST,CZ,Ржичан*
EUROPE,EAST,CZ,Ральск*
EUROPE,EAST,CZ,Райград*
EUROPE,EAST,CZ,Радниц*
EUROPE,EAST,CZ,Пршимд*
EUROPE,EAST,CZ,Пршибор*
EUROPE,EAST,CZ,Пршер*
EUROPE,EAST,CZ,Пршебуз*
EUROPE,EAST,CZ,Потштат*
EUROPE,EAST,CZ,Поличк*
EUROPE,EAST,CZ,Подивин*
EUROPE,EAST,CZ,Пльзен*
EUROPE,EAST,CZ,Плумл*
EUROPE,EAST,CZ,Планиц*
EUROPE,EAST,CZ,Острав*
EUROPE,EAST,CZ,Оломоуц*
EUROPE,EAST,CZ,Ниржан*
EUROPE,EAST,CZ,Нимбурк*
EUROPE,EAST,CZ,Непомук*
EUROPE,EAST,CZ,Манетин*
EUROPE,EAST,CZ,Лоштиц*
EUROPE,EAST,CZ,Либушин*
EUROPE,EAST,CZ,Либех*
EUROPE,EAST,CZ,Либерец*
EUROPE,EAST,CZ,Ледвиц*
EUROPE,EAST,CZ,Ланжгот*
EUROPE,EAST,CZ,Кунштат*
EUROPE,EAST,CZ,Кралик*
EUROPE,EAST,CZ,Коштян*
EUROPE,EAST,CZ,Коурж*
EUROPE,EAST,CZ,Кожлан*
EUROPE,EAST,CZ,Клецан*
EUROPE,EAST,CZ,Клатов*
EUROPE,EAST,CZ,Карвин*
EUROPE,EAST,CZ,Каплиц*
EUROPE,EAST,CZ,Казнеёв*
EUROPE,EAST,CZ,Йиглав*
EUROPE,EAST,CZ,Засмук*
EUROPE,EAST,CZ,Забржег*
EUROPE,EAST,CZ,Жлутиц*
EUROPE,EAST,CZ,Жданиц*
EUROPE,EAST,CZ,Жацлерж*
EUROPE,EAST,CZ,Жамберк*
EUROPE,EAST,CZ,Дубня*
EUROPE,EAST,CZ,Добржиш*
EUROPE,EAST,CZ,Гусинец*
EUROPE,EAST,CZ,Горжиц*
EUROPE,EAST,CZ,Голиш*
EUROPE,EAST,CZ,Голеш*
EUROPE,EAST,CZ,Годонин*
EUROPE,EAST,CZ,Гейниц*
EUROPE,EAST,CZ,Вшеруб*
EUROPE,EAST,CZ,Врхлаб*
EUROPE,EAST,CZ,Вроутек*
EUROPE,EAST,CZ,Воднян*
EUROPE,EAST,CZ,Вислун*
EUROPE,EAST,CZ,Вимперк*
EUROPE,EAST,CZ,Виднав*
EUROPE,EAST,CZ,Ветршн*
EUROPE,EAST,CZ,Велешин*
EUROPE,EAST,CZ,Вейпрт*
EUROPE,EAST,CZ,Вамберк*
EUROPE,EAST,CZ,Бртниц*
EUROPE,EAST,CZ,Броум*
EUROPE,EAST,CZ,Богумин*
EUROPE,EAST,CZ,Бльшан*
EUROPE,EAST,CZ,Бловиц*
EUROPE,EAST,CZ,Бланск*
EUROPE,EAST,CZ,Биловец*
EUROPE,EAST,CZ,Бенеш*
EUROPE,EAST,CZ,Бавор*
EUROPE,EAST,CZ,Яблунк*
EUROPE,EAST,CZ,Черношин*
EUROPE,EAST,CZ,Хршибск*
EUROPE,EAST,CZ,Храстав*
EUROPE,EAST,CZ,Хотеборж*
EUROPE,EAST,CZ,Фридлант*
EUROPE,EAST,CZ,Тршебон*
EUROPE,EAST,CZ,Танвальд*
EUROPE,EAST,CZ,Стршибр*
EUROPE,EAST,CZ,Стрмил*
EUROPE,EAST,CZ,Станьк*
EUROPE,EAST,CZ,Сольниц*
EUROPE,EAST,CZ,Собесла*
EUROPE,EAST,CZ,Смржовк*
EUROPE,EAST,CZ,Смиржиц*
EUROPE,EAST,CZ,Славичин*
EUROPE,EAST,CZ,Сеземиц*
EUROPE,EAST,CZ,Роусин*
EUROPE,EAST,CZ,Рокицан*
EUROPE,EAST,CZ,Рихвальд*
EUROPE,EAST,CZ,Римарж*
EUROPE,EAST,CZ,Ржевниц*
EUROPE,EAST,CZ,Рейштейн*
EUROPE,EAST,CZ,Раковник*
EUROPE,EAST,CZ,Пршибр*
EUROPE,EAST,CZ,Пршелоуч*
EUROPE,EAST,CZ,Противин*
EUROPE,EAST,CZ,Простеёв*
EUROPE,EAST,CZ,Ославан*
EUROPE,EAST,CZ,Олешниц*
EUROPE,EAST,CZ,Нови-Бор*
EUROPE,EAST,CZ,Неханиц*
EUROPE,EAST,CZ,Нетолиц*
EUROPE,EAST,CZ,Невекл*
EUROPE,EAST,CZ,Насаврк*
EUROPE,EAST,CZ,Напаедл*
EUROPE,EAST,CZ,Модржиц*
EUROPE,EAST,CZ,Миротиц*
EUROPE,EAST,CZ,Мировиц*
EUROPE,EAST,CZ,Миловиц*
EUROPE,EAST,CZ,Милевск*
EUROPE,EAST,CZ,Ловосиц*
EUROPE,EAST,CZ,Литовел*
EUROPE,EAST,CZ,Литвин*
EUROPE,EAST,CZ,Летоград*
EUROPE,EAST,CZ,Летовиц*
EUROPE,EAST,CZ,Куновиц*
EUROPE,EAST,CZ,Краслиц*
EUROPE,EAST,CZ,Краварж*
EUROPE,EAST,CZ,Коричан*
EUROPE,EAST,CZ,Копидлн*
EUROPE,EAST,CZ,Кладруб*
EUROPE,EAST,CZ,Йиржик*
EUROPE,EAST,CZ,Иванчиц*
EUROPE,EAST,CZ,Добрушк*
EUROPE,EAST,CZ,Добржан*
EUROPE,EAST,CZ,Гумполец*
EUROPE,EAST,CZ,Гостоун*
EUROPE,EAST,CZ,Гаррах*
EUROPE,EAST,CZ,Гавирж*
EUROPE,EAST,CZ,Габарт*
EUROPE,EAST,CZ,Вратим*
EUROPE,EAST,CZ,Визовиц*
EUROPE,EAST,CZ,Вельвар*
EUROPE,EAST,CZ,Вальтиц*
EUROPE,EAST,CZ,Бучовиц*
EUROPE,EAST,CZ,Брушперк*
EUROPE,EAST,CZ,Брунтал*
EUROPE,EAST,CZ,Бржецла*
EUROPE,EAST,CZ,Бржезов*
EUROPE,EAST,CZ,Борован*
EUROPE,EAST,CZ,Божи-Дар*
EUROPE,EAST,CZ,Бельчиц*
EUROPE,EAST,CZ,Штрамберк*
EUROPE,EAST,CZ,Штернберк*
EUROPE,EAST,CZ,Шлапаниц*
EUROPE,EAST,CZ,Чески-Дуб*
EUROPE,EAST,CZ,Черношиц*
EUROPE,EAST,CZ,Черновиц*
EUROPE,EAST,CZ,Хвалетиц*
EUROPE,EAST,CZ,Тршемошн*
EUROPE,EAST,CZ,Стражниц*
EUROPE,EAST,CZ,Слушовиц*
EUROPE,EAST,CZ,Слатинян*
EUROPE,EAST,CZ,Славониц*
EUROPE,EAST,CZ,Седльчан*
EUROPE,EAST,CZ,Рудольф*
EUROPE,EAST,CZ,Распенав*
EUROPE,EAST,CZ,Пршештиц*
EUROPE,EAST,CZ,Прахатиц*
EUROPE,EAST,CZ,Подебрад*
EUROPE,EAST,CZ,Пильник*
EUROPE,EAST,CZ,Пардубиц*
EUROPE,EAST,CZ,Нови-Книн*
EUROPE,EAST,CZ,Нова-Рол*
EUROPE,EAST,CZ,Нова-Пак*
EUROPE,EAST,CZ,Мниховиц*
EUROPE,EAST,CZ,Мезимест*
EUROPE,EAST,CZ,Мезиборж*
EUROPE,EAST,CZ,Литомишл*
EUROPE,EAST,CZ,Ланшкроун*
EUROPE,EAST,CZ,Кромержиж*
EUROPE,EAST,CZ,Краловиц*
EUROPE,EAST,CZ,Космонос*
EUROPE,EAST,CZ,Касеёвиц*
EUROPE,EAST,CZ,Каролинк*
EUROPE,EAST,CZ,Йилемниц*
EUROPE,EAST,CZ,Жировниц*
EUROPE,EAST,CZ,Железниц*
EUROPE,EAST,CZ,Евишовиц*
EUROPE,EAST,CZ,Домажлиц*
EUROPE,EAST,CZ,Добровиц*
EUROPE,EAST,CZ,Густопеч*
EUROPE,EAST,CZ,Гротовиц*
EUROPE,EAST,CZ,Грознетин*
EUROPE,EAST,CZ,Гостомиц*
EUROPE,EAST,CZ,Гостивиц*
EUROPE,EAST,CZ,Горжовиц*
EUROPE,EAST,CZ,Вельтрус*
EUROPE,EAST,CZ,Варнсдорф*
EUROPE,EAST,CZ,Буштеград*
EUROPE,EAST,CZ,Бржезниц*
EUROPE,EAST,CZ,Босковиц*
EUROPE,EAST,CZ,Бойковиц*
EUROPE,EAST,CZ,Чески-Брод*
EUROPE,EAST,CZ,Ческа-Лип*
EUROPE,EAST,CZ,Челаковиц*
EUROPE,EAST,CZ,Тршебениц*
EUROPE,EAST,CZ,Стракониц*
EUROPE,EAST,CZ,Пршибисла*
EUROPE,EAST,CZ,Подборжан*
EUROPE,EAST,CZ,Побежовиц*
EUROPE,EAST,CZ,Петршвальд*
EUROPE,EAST,CZ,Отроковиц*
EUROPE,EAST,CZ,Нови-Йичин*
EUROPE,EAST,CZ,Нове-Седл*
EUROPE,EAST,CZ,Нове-Град*
EUROPE,EAST,CZ,Нератовиц*
EUROPE,EAST,CZ,Могельниц*
EUROPE,EAST,CZ,Лугачовиц*
EUROPE,EAST,CZ,Либоховиц*
EUROPE,EAST,CZ,Кутна-Гор*
EUROPE,EAST,CZ,Климковиц*
EUROPE,EAST,CZ,Йистебниц*
EUROPE,EAST,CZ,Злате-Гор*
EUROPE,EAST,CZ,Гартманиц*
EUROPE,EAST,CZ,Ганушовиц*
EUROPE,EAST,CZ,Вишши-Брод*
EUROPE,EAST,CZ,Вернержиц*
EUROPE,EAST,CZ,Бржидличн*
EUROPE,EAST,CZ,Бороградек*
EUROPE,EAST,CZ,Бездружиц*
EUROPE,EAST,CZ,Янске-Лазн*
EUROPE,EAST,CZ,Чески-Тешин*
EUROPE,EAST,CZ,Хабаржовиц*
EUROPE,EAST,CZ,Уезд-у-Брн*
EUROPE,EAST,CZ,Тршемошниц*
EUROPE,EAST,CZ,Старе-Мест*
EUROPE,EAST,CZ,Рождяловиц*
EUROPE,EAST,CZ,Постолопрт*
EUROPE,EAST,CZ,Погоржелиц*
EUROPE,EAST,CZ,Пельгржим*
EUROPE,EAST,CZ,Нови-Бидж*
EUROPE,EAST,CZ,Литомержиц*
EUROPE,EAST,CZ,Красна-Лип*
EUROPE,EAST,CZ,Кралув-Двур*
EUROPE,EAST,CZ,Копршивниц*
EUROPE,EAST,CZ,Жидлоховиц*
EUROPE,EAST,CZ,Горни-Пла*
EUROPE,EAST,CZ,Горни-Елен*
EUROPE,EAST,CZ,Гораждёвиц*
EUROPE,EAST,CZ,Високе-Мит*
EUROPE,EAST,CZ,Угерски-Брод*
EUROPE,EAST,CZ,Тргове-Свин*
EUROPE,EAST,CZ,Одолена-Вод*
EUROPE,EAST,CZ,Млада-Вожиц*
EUROPE,EAST,CZ,Микулашовиц*
EUROPE,EAST,CZ,Красне-Удол*
EUROPE,EAST,CZ,Железни-Брод*
EUROPE,EAST,CZ,Железна-Руд*
EUROPE,EAST,CZ,Добржиховиц*
EUROPE,EAST,CZ,Грохув-Тинец*
EUROPE,EAST,CZ,Горни-Бржиз*
EUROPE,EAST,CZ,Горни-Блатн*
EUROPE,EAST,CZ,Вельки-Шен*
EUROPE,EAST,CZ,Вельке-Гамр*
EUROPE,EAST,CZ,Велька-Битеш*
EUROPE,EAST,CZ,Чески-Крумл*
EUROPE,EAST,CZ,Ческа-Скалиц*
EUROPE,EAST,CZ,Фридек-Мистек*
EUROPE,EAST,CZ,Сезимово-Уст*
EUROPE,EAST,CZ,Седлец-Прчиц*
EUROPE,EAST,CZ,Раец-Естршеб*
EUROPE,EAST,CZ,Нове-Страшец*
EUROPE,EAST,CZ,Место-Тоушк*
EUROPE,EAST,CZ,Дольни-Боус*
EUROPE,EAST,CZ,Горшовски-Тин*
EUROPE,EAST,CZ,Горни-Церек*
EUROPE,EAST,CZ,Горни-Славк*
EUROPE,EAST,CZ,Горни-Бенеш*
EUROPE,EAST,CZ,Високе-Весел*
EUROPE,EAST,CZ,Ческе-Велениц*
EUROPE,EAST,CZ,Ческа-Тршебов*
EUROPE,EAST,CZ,Ческа-Камениц*
EUROPE,EAST,CZ,Усти-над-Лаб*
EUROPE,EAST,CZ,Угерски-Острог*
EUROPE,EAST,CZ,Стари-Пльзенец*
EUROPE,EAST,CZ,Славков-у-Брн*
EUROPE,EAST,CZ,Нова-Вчельниц*
EUROPE,EAST,CZ,Нова-Бистршиц*
EUROPE,EAST,CZ,Млада-Болесла*
EUROPE,EAST,CZ,Местец-Кралов*
EUROPE,EAST,CZ,Лиса-над-Лаб*
EUROPE,EAST,CZ,Лазне-Кинжварт*
EUROPE,EAST,CZ,Лазне-Богданеч*
EUROPE,EAST,CZ,Лазне-Белоград*
EUROPE,EAST,CZ,Кашперске-Гор*
EUROPE,EAST,CZ,Йилове-у-Праг*
EUROPE,EAST,CZ,Дольни-Коуниц*
EUROPE,EAST,CZ,Дольни-Бенеш*
EUROPE,EAST,CZ,Градец-Кралов*
EUROPE,EAST,CZ,Горни-Йиржетин*
EUROPE,EAST,CZ,Гольцув-Еник*
EUROPE,EAST,CZ,Гавличкув-Брод*
EUROPE,EAST,CZ,Влахово-Бржез*
EUROPE,EAST,CZ,Андельска-Гор*
EUROPE,EAST,CZ,Шпиндлерув-Млин*
EUROPE,EAST,CZ,Ческе-Будеёвиц*
EUROPE,EAST,CZ,Червена-Ржечиц*
EUROPE,EAST,CZ,Усти-над-Орлиц*
EUROPE,EAST,CZ,Тргови-Штепан*
EUROPE,EAST,CZ,Тинец-над-Лаб*
EUROPE,EAST,CZ,Тин-над-Влтаво*
EUROPE,EAST,CZ,Спалене-Поржич*
EUROPE,EAST,CZ,Пец-под-Снежко*
EUROPE,EAST,CZ,Нальжовске-Гор*
EUROPE,EAST,CZ,Моравски-Бероун*
EUROPE,EAST,CZ,Мнишек-под-Брд*
EUROPE,EAST,CZ,Марианске-Лазн*
EUROPE,EAST,CZ,Клобоуки-у-Брн*
EUROPE,EAST,CZ,Каменицки-Шен*
EUROPE,EAST,CZ,Вельке-Биловиц*
EUROPE,EAST,CZ,Брумов-Бильниц*
EUROPE,EAST,CZ,Червени-Костелец*
EUROPE,EAST,CZ,Угерске-Градишт*
EUROPE,EAST,CZ,Свобода-над-Упо*
EUROPE,EAST,CZ,Моравски-Крумл*
EUROPE,EAST,CZ,Мнихово-Градишт*
EUROPE,EAST,CZ,Лучани-над-Нисо*
EUROPE,EAST,CZ,Костелец-на-Ган*
EUROPE,EAST,CZ,Зруч-над-Сазаво*
EUROPE,EAST,CZ,Ждяр-над-Сазаво*
EUROPE,EAST,CZ,Дольни-Поустевн*
EUROPE,EAST,CZ,Градек-над-Нисо*
EUROPE,EAST,CZ,Гержманув-Местец*
EUROPE,EAST,CZ,Вельке-Павловиц*
EUROPE,EAST,CZ,Вельке-Опатовиц*
EUROPE,EAST,CZ,Вельке-Мезиржич*
EUROPE,EAST,CZ,Велька-Бистршиц*
EUROPE,EAST,CZ,Веверска-Битишк*
EUROPE,EAST,CZ,Будине-над-Огрж*
EUROPE,EAST,CZ,Бечов-над-Тепло*
EUROPE,EAST,CZ,Яблонец-над-Нисо*
EUROPE,EAST,CZ,Франтишкови-Лазн*
EUROPE,EAST,CZ,Углиржске-Яновиц*
EUROPE,EAST,CZ,Тинец-над-Сазаво*
EUROPE,EAST,CZ,Полице-над-Метуй*
EUROPE,EAST,CZ,Плана-над-Лужниц*
EUROPE,EAST,CZ,Немчице-над-Гано*
EUROPE,EAST,CZ,Морковице-Слижан*
EUROPE,EAST,CZ,Моравска-Тршебов*
EUROPE,EAST,CZ,Место-Альбрехтиц*
EUROPE,EAST,CZ,Липник-над-Бечво*
EUROPE,EAST,CZ,Ледеч-над-Сазаво*
EUROPE,EAST,CZ,Кардашова-Ржечиц*
EUROPE,EAST,CZ,Йиндржихув-Градец*
EUROPE,EAST,CZ,Ивановице-на-Ган*
EUROPE,EAST,CZ,Валашске-Клобоук*
EUROPE,EAST,CZ,Бела-под-Бездез*
EUROPE,EAST,CZ,Бела-над-Радбузо*
EUROPE,EAST,CZ,Баков-над-Йизеро*
EUROPE,EAST,CZ,Яблонне-над-Орлиц*
EUROPE,EAST,CZ,Тиниште-над-Орлиц*
EUROPE,EAST,CZ,Теплице-над-Метуй*
EUROPE,EAST,CZ,Сухдол-над-Лужниц*
EUROPE,EAST,CZ,Страж-под-Ральск*
EUROPE,EAST,CZ,Страж-над-Нежарко*
EUROPE,EAST,CZ,Светла-над-Сазаво*
EUROPE,EAST,CZ,Роуднице-над-Лаб*
EUROPE,EAST,CZ,Рихнов-над-Кнежно*
EUROPE,EAST,CZ,Моравске-Будеёвиц*
EUROPE,EAST,CZ,Костелец-над-Лаб*
EUROPE,EAST,CZ,Киншперк-над-Огрж*
EUROPE,EAST,CZ,Каменице-над-Липо*
EUROPE,EAST,CZ,Врбно-под-Прадед*
EUROPE,EAST,CZ,Високе-над-Йизеро*
EUROPE,EAST,CZ,Весели-над-Мораво*
EUROPE,EAST,CZ,Весели-над-Лужниц*
EUROPE,EAST,CZ,Валашске-Мезиржич*
EUROPE,EAST,CZ,Брандис-над-Орлиц*
EUROPE,EAST,CZ,Яновице-над-Углаво*
EUROPE,EAST,CZ,Яблонец-над-Йизеро*
EUROPE,EAST,CZ,Хлумец-над-Цидлино*
EUROPE,EAST,CZ,Ртине-в-Подкрконош*
EUROPE,EAST,CZ,Ронов-над-Доубраво*
EUROPE,EAST,CZ,Намешть-над-Ославо*
EUROPE,EAST,CZ,Ломнице-над-Лужниц*
EUROPE,EAST,CZ,Либчице-над-Влтаво*
EUROPE,EAST,CZ,Кралупи-над-Влтаво*
EUROPE,EAST,CZ,Костелец-над-Орлиц*
EUROPE,EAST,CZ,Клаштерец-над-Огрж*
EUROPE,EAST,CZ,Градец-над-Моравиц*
EUROPE,EAST,CZ,Глубока-над-Влтаво*
EUROPE,EAST,CZ,Бенатки-над-Йизеро*
EUROPE,EAST,CZ,Яблонне-в-Подьештед*
EUROPE,EAST,CZ,Рожнов-под-Радгошт*
EUROPE,EAST,CZ,Рожмберк-над-Влтаво*
EUROPE,EAST,CZ,Нове-Место-на-Морав*
EUROPE,EAST,CZ,Лоучна-под-Клиновц*
EUROPE,EAST,CZ,Ждирец-над-Доубраво*
EUROPE,EAST,CZ,Гора-Свате-Катержин*
EUROPE,EAST,CZ,Богушовице-над-Огрж*
EUROPE,EAST,CZ,Рокитнице-над-Йизеро*
EUROPE,EAST,CZ,Ровенско-под-Троск*
EUROPE,EAST,CZ,Нове-Место-под-Смрк*
EUROPE,EAST,CZ,Нове-Место-над-Метуй*
EUROPE,EAST,CZ,Ломнице-над-Попелько*
EUROPE,EAST,CZ,Бржезова-над-Свитаво*
EUROPE,EAST,CZ,Бенешов-над-Плоучниц*
EUROPE,EAST,CZ,Фридлант-над-Остравиц*
EUROPE,EAST,CZ,Френштат-под-Радгошт*
EUROPE,EAST,CZ,Двур-Кралове-над-Лаб*
EUROPE,EAST,CZ,Будишов-над-Будишовко*
EUROPE,EAST,CZ,Бистршице-под-Гостин*
EUROPE,EAST,CZ,Яромержице-над-Рокитно*
EUROPE,EAST,CZ,Тршебеховице-под-Ореб*
EUROPE,EAST,CZ,Красна-Гора-над-Влтаво*
EUROPE,EAST,CZ,Грушованы-над-Евишовко*
EUROPE,EAST,CZ,Годковице-над-Могелько*
EUROPE,EAST,CZ,Рожмиталь-под-Тршемшин*
EUROPE,EAST,CZ,Костелец-над-Черними-Лес*
EUROPE,EAST,CZ,Бистршице-над-Пернштейн*
EUROPE,EAST,CZ,Рокитнице-в-Орлицких-гор*
EUROPE,EAST,CZ,Рихнов-у-Яблонце-над-Нисо*
EUROPE,EAST,CZ,Брандис-над-Лабем-Стара-Болесла*
EUROPE,EAST,CZ,Швигов?
EUROPE,EAST,CZ,Цвиков?
EUROPE,EAST,CZ,Хрудим?
EUROPE,EAST,CZ,Уничов?
EUROPE,EAST,CZ,Тоужим?
EUROPE,EAST,CZ,Тишнов?
EUROPE,EAST,CZ,Стохов?
EUROPE,EAST,CZ,Пасков?
EUROPE,EAST,CZ,Куржим?
